timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
37298354,37297650,40.154029533503,116.25936834211551,49.66682,49.633472,-0.0,0.38748443,0.7272604,49.51729,2,0,1,0
37309882,37309137,40.15402953293136,116.25936834163767,49.665855,49.632507,-0.0,0.38772637,0.7275873,49.517204,2,0,1,0
37506131,37505324,40.15402955201733,116.2593683301792,49.643528,49.610817,-0.0,0.37544408,0.7019997,49.502262,2,0,1,0
37706314,37705691,40.1540295817752,116.25936836152735,49.628456,49.59594,-0.0,0.36694524,0.6857128,49.502464,2,0,1,0
37902704,37901967,40.154029700919835,116.2593684252288,49.621872,49.591415,-0.0,0.36161226,0.66711736,49.516933,2,0,1,0
38102559,38101939,40.15402982342361,116.25936847573283,49.6292,49.60101,-0.0,0.35763794,0.650795,49.520714,2,0,1,0
38301926,38301310,40.15402992290881,116.25936848368958,49.63227,49.605152,-0.0,0.35478684,0.6367398,49.517193,2,0,1,0
38502926,38502080,40.15403001720729,116.25936849839454,49.631493,49.604774,-0.0,0.35271034,0.6245582,49.507786,2,0,1,0
38694699,38693961,40.154030090645364,116.2593684958782,49.6245,49.59836,-0.0,0.35073796,0.61667055,49.50124,2,0,1,0
38902712,38901983,40.154030159446044,116.25936844151016,49.61991,49.594574,-0.0,0.3500224,0.60471815,49.497234,2,0,1,0
39102619,39101893,40.1540301650096,116.2593683951261,49.608112,49.583664,-0.0,0.34914926,0.5992684,49.48915,2,0,1,0
39305992,39305383,40.15403020319283,116.25936839645368,49.599724,49.576805,-0.0,0.3484772,0.5919038,49.483624,2,0,1,0
39502011,39501284,40.15403022790583,116.25936837635152,49.590214,49.56836,-0.0,0.3475039,0.5849514,49.48861,2,0,1,0
39702435,39701826,40.15403023517262,116.25936830066517,49.59394,49.573734,-0.0,0.3471032,0.5791791,49.503902,2,0,1,0
39902805,39902009,40.15403020856948,116.25936819652615,49.598217,49.579773,-0.0,0.34680107,0.57402366,49.507145,2,0,1,0
40106058,40105330,40.15403015178988,116.2593680997449,49.60163,49.584957,-0.0,0.34701464,0.5698251,49.51101,2,0,1,0
40302773,40302153,40.154030100452836,116.25936806613815,49.599255,49.582314,-0.0,0.3468124,0.5675163,49.502937,2,0,1,0
40502041,40501429,40.15403005348209,116.25936803824759,49.593586,49.580067,-0.0,0.34660655,0.56363904,49.507942,2,0,1,0
